Shift ID,Nurse ID,Date,Scheduled,Hours_Worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0235,N0010,16-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0236,N0011,16-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0237,N0012,16-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0238,N0013,16-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0239,N0014,16-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0240,N0015,16-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0241,N0001,17-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0242,N0002,17-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0243,N0003,17-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0244,N0004,17-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0245,N0005,17-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0246,N0006,17-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0247,N0007,17-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0248,N0008,17-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0249,N0009,17-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0250,N0010,17-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0251,N0011,17-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0252,N0012,17-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0253,N0013,17-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0254,N0014,17-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0255,N0015,17-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0256,N0001,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0257,N0002,18-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0258,N0003,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0259,N0004,18-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0260,N0005,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0261,N0006,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0262,N0007,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0263,N0008,18-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0264,N0009,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0265,N0010,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0266,N0011,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0267,N0012,18-Mar,TRUE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0268,N0013,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0269,N0014,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0270,N0015,18-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0271,N0001,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0272,N0002,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0273,N0003,19-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0274,N0004,19-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0275,N0005,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0276,N0006,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0277,N0007,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0278,N0008,19-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0279,N0009,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0280,N0010,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0281,N0011,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0282,N0012,19-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0283,N0013,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0284,N0014,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0285,N0015,19-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0286,N0001,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0287,N0002,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0288,N0003,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0289,N0004,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0290,N0005,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0291,N0006,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0292,N0007,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0293,N0008,20-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0294,N0009,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0295,N0010,20-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0296,N0011,20-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0297,N0012,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0298,N0013,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0299,N0014,20-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0300,N0015,20-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0301,N0001,21-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0302,N0002,21-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0303,N0003,21-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0304,N0004,21-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0305,N0005,21-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0306,N0006,21-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0307,N0007,21-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0308,N0008,21-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0309,N0009,21-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0310,N0010,21-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0311,N0011,21-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0312,N0012,21-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0313,N0013,21-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0314,N0014,21-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0315,N0015,21-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0316,N0001,22-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0317,N0002,22-Mar,TRUE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0318,N0003,22-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0319,N0004,22-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0320,N0005,22-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0321,N0006,22-Mar,TRUE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0322,N0007,22-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0323,N0008,22-Mar,TRUE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0324,N0009,22-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0325,N0010,22-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0326,N0011,22-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0327,N0012,22-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0328,N0013,22-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0329,N0014,22-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0330,N0015,22-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0331,N0001,23-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0332,N0002,23-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0333,N0003,23-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0334,N0004,23-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0335,N0005,23-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0336,N0006,23-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0337,N0007,23-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0338,N0008,23-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0339,N0009,23-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0340,N0010,23-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0341,N0011,23-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0342,N0012,23-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0343,N0013,23-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0344,N0014,23-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0345,N0015,23-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0346,N0001,24-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0347,N0002,24-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0348,N0003,24-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0349,N0004,24-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0350,N0005,24-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0351,N0006,24-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0352,N0007,24-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0353,N0008,24-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0354,N0009,24-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0355,N0010,24-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0356,N0011,24-Mar,TRUE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0357,N0012,24-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0358,N0013,24-Mar,TRUE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0359,N0014,24-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0360,N0015,24-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0361,N0001,25-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0362,N0002,25-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0363,N0003,25-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0364,N0004,25-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0365,N0005,25-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0366,N0006,25-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0367,N0007,25-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0368,N0008,25-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0369,N0009,25-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0370,N0010,25-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0371,N0011,25-Mar,TRUE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0372,N0012,25-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0373,N0013,25-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0374,N0014,25-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0375,N0015,25-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0376,N0001,26-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0377,N0002,26-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0378,N0003,26-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0379,N0004,26-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0380,N0005,26-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0381,N0006,26-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0382,N0007,26-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0383,N0008,26-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0384,N0009,26-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0385,N0010,26-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0386,N0011,26-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0387,N0012,26-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0388,N0013,26-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0389,N0014,26-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0390,N0015,26-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0391,N0001,27-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0392,N0002,27-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0393,N0003,27-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0394,N0004,27-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0395,N0005,27-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0396,N0006,27-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0397,N0007,27-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0398,N0008,27-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0399,N0009,27-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0400,N0010,27-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0401,N0011,27-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0402,N0012,27-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0403,N0013,27-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0404,N0014,27-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0405,N0015,27-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0406,N0001,28-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0407,N0002,28-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0408,N0003,28-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0409,N0004,28-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0410,N0005,28-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0411,N0006,28-Mar,TRUE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0412,N0007,28-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0413,N0008,28-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0414,N0009,28-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0415,N0010,28-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0416,N0011,28-Mar,TRUE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0417,N0012,28-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0418,N0013,28-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0419,N0014,28-Mar,TRUE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0420,N0015,28-Mar,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
